name,ndcg5,ndcg10,precision10,reciprocal
bm25l,0.2211438976735225,0.19712790125219318,0.24266666666666667,0.4872142773677735
bm25plus,0.2146153027029242,0.18880475064762522,0.2306666666666667,0.49293615716206773
